ppt_id,day,temp,pcp,albedo,wind,rh
168,229,91,0.0,34,18,44
168,229,68,0.75,26,19,59
168,230,88,0.25,28,0,41
168,230,90,0.75,34,20,12
168,230,60,0.25,36,12,26
168,230,94,0.75,28,17,23
168,231,93,0.0,38,10,55
168,231,67,0.75,30,18,25
168,231,89,0.0,36,15,58
168,231,76,0.25,34,2,11
168,232,79,0.75,40,16,38
168,232,65,0.75,22,13,41
168,232,85,0.25,24,16,41
168,232,75,0.75,24,15,47
168,233,89,0.5,32,15,36
168,233,67,0.0,24,4,44
168,233,61,0.25,24,6,33
168,233,61,0.25,22,1,52
168,234,84,0.5,20,19,59
168,234,66,0.0,28,17,27
168,234,67,0.75,28,17,38
168,234,68,0.25,38,9,29
168,235,70,0.0,20,12,35
168,235,68,0.0,30,6,25
168,235,82,0.5,32,5,33
168,235,89,0.5,32,9,11
168,236,74,0.0,36,4,48
168,236,92,0.75,20,10,57
168,236,82,0.25,40,16,32
168,236,89,0.25,32,0,10
168,237,87,0.25,38,14,10
168,237,94,0.25,32,20,37
168,237,68,0.0,40,13,26
168,237,63,0.5,28,20,17
168,238,74,0.5,32,9,32
168,238,78,0.0,28,20,38
168,238,77,0.0,22,15,23
168,238,82,0.25,34,19,41
168,239,74,0.5,30,0,41
168,239,84,0.25,20,4,41
168,239,87,0.25,22,17,37
168,239,88,0.25,24,14,31
168,240,66,0.5,32,5,19
168,240,86,0.5,36,17,57
168,240,95,0.5,28,1,37
168,240,61,0.5,22,0,20
168,241,85,0.25,24,16,55
168,241,92,0.0,26,16,41
168,241,66,0.25,32,14,57
168,241,93,0.0,34,19,29
168,242,86,0.25,32,12,28
168,242,72,0.5,36,16,40
168,242,73,0.25,38,10,54
168,242,61,0.75,36,16,52
168,243,93,0.5,20,10,16
168,243,68,0.25,24,20,28
168,243,77,0.25,30,12,10
168,243,79,0.5,38,7,39
168,244,92,0.0,28,0,41
168,244,61,0.25,28,2,56
168,244,67,0.0,26,3,25
168,244,90,0.25,32,4,31
168,245,85,0.5,20,4,46
168,245,73,0.25,36,17,33
168,245,63,0.5,32,5,45
168,245,71,0.25,32,9,56
168,246,66,0.0,20,18,40
168,246,64,0.5,26,7,41
168,246,80,0.0,36,5,20
168,246,88,0.5,22,9,38
168,247,65,0.25,36,0,10
168,247,81,0.75,26,18,50
168,247,78,0.5,36,18,36
168,247,88,0.0,34,0,46
168,248,87,0.5,34,6,51
168,248,78,0.0,28,5,39
168,248,63,0.0,28,0,21
168,248,72,0.75,20,7,28
168,249,60,0.5,32,10,60
168,249,74,0.5,40,11,18
168,249,82,0.5,32,20,49
168,249,70,0.5,36,14,45
168,250,81,0.75,32,20,15
168,250,69,0.0,30,5,55
168,250,93,0.0,38,9,15
168,250,76,0.5,28,20,36
168,251,66,0.0,40,14,29
168,251,70,0.0,24,15,36
168,251,86,0.0,32,1,21
168,251,76,0.25,38,20,40
168,252,81,0.5,36,12,37
168,252,91,0.75,36,9,52
168,252,84,0.75,20,5,18
168,252,87,0.5,38,14,56
168,253,77,0.25,38,15,43
168,253,92,0.25,22,15,29
168,253,72,0.0,32,0,42
168,253,74,0.5,28,2,43
168,254,87,0.5,26,5,23
168,254,87,0.75,28,15,43
168,254,73,0.0,36,14,12
168,254,85,0.5,40,11,48
168,255,74,0.0,24,7,51
168,255,90,0.0,22,2,11
168,255,60,0.0,36,16,34
168,255,84,0.25,26,2,48
168,256,60,0.25,40,12,49
168,256,67,0.5,30,8,17
168,256,71,0.75,36,12,41
168,256,74,0.75,24,3,11
168,257,77,0.75,20,13,49
168,257,95,0.0,24,14,42
168,257,71,0.0,28,17,29
168,257,71,0.75,34,8,51
168,258,60,0.5,34,20,53
168,258,63,0.75,40,0,26
168,258,94,0.5,26,4,55
168,258,67,0.75,34,19,16
168,259,80,0.5,24,6,37
168,259,73,0.75,28,17,49
168,259,76,0.0,30,10,45
168,259,61,0.0,28,3,54
168,260,66,0.0,22,11,33
168,260,63,0.5,38,2,23
168,260,70,0.5,30,11,54
168,260,68,0.75,32,10,52
168,261,89,0.25,38,17,48
168,261,77,0.75,30,6,48
168,261,92,0.5,40,1,60
168,261,75,0.25,32,10,51
168,262,77,0.0,28,3,40
168,262,67,0.0,22,5,57
168,262,93,0.5,24,1,28
168,262,91,0.5,40,12,54
168,263,88,0.5,40,9,30
168,263,95,0.75,22,19,24
168,263,60,0.25,26,11,36
168,263,86,0.5,30,6,24
168,264,86,0.0,38,1,46
168,264,83,0.0,32,14,12
168,264,76,0.5,20,20,29
168,264,61,0.75,32,20,34
168,265,70,0.75,30,9,17
168,265,65,0.5,24,11,55
168,265,94,0.0,20,15,42
168,265,93,0.0,24,15,29
168,266,90,0.0,40,7,39
168,266,24,1.5,14.4,32.5,43.2
168,266,24,0.0,14.4,22.5,40.8
168,266,38,1.0,10.4,47.5,12.0
168,267,38,1.0,9.6,5.0,26.4
168,267,12,0.5,8.8,27.5,33.6
168,267,27,0.5,9.6,45.0,24.8
168,267,13,0.5,12.8,25.0,12.0
168,268,13,1.5,8.8,10.0,28.8
168,268,35,1.5,9.6,37.5,28.0
168,268,14,0.0,13.6,12.5,20.0
168,268,13,1.5,8.8,40.0,27.2
168,269,27,0.5,15.2,12.5,30.4
168,269,37,1.5,12.0,10.0,36.8
168,269,12,0.0,10.4,0.0,36.8
168,269,37,0.0,11.2,5.0,40.8
168,270,10,1.5,14.4,27.5,10.4
168,270,43,0.0,13.6,42.5,40.0
168,270,11,0.0,13.6,47.5,23.2
168,270,15,1.5,13.6,42.5,10.4
168,271,26,1.0,8.0,20.0,10.4
168,271,13,1.5,15.2,40.0,25.6
168,271,17,1.5,8.0,32.5,24.8
168,271,26,1.5,10.4,32.5,13.6
168,272,45,0.0,11.2,22.5,40.8
168,272,30,0.5,8.8,25.0,32.8
168,272,18,1.5,12.8,40.0,12.0
168,272,13,0.0,15.2,50.0,24.8
168,273,28,0.5,11.2,30.0,47.2
168,273,38,0.0,14.4,45.0,20.8
168,273,19,1.5,9.6,47.5,8.8
168,273,14,0.0,13.6,20.0,47.2
168,274,45,1.5,13.6,30.0,25.6
168,274,27,1.5,12.8,40.0,36.8
168,274,40,1.0,8.8,50.0,31.2
168,274,33,1.5,16.0,2.5,12.8
168,275,20,0.5,12.0,45.0,28.8
168,275,15,1.0,10.4,27.5,15.2
168,275,27,1.5,14.4,45.0,35.2
168,275,31,0.5,14.4,35.0,15.2
168,276,11,1.0,9.6,12.5,32.8
168,276,25,1.5,15.2,7.5,17.6
168,276,23,1.5,10.4,37.5,29.6
168,276,22,1.5,12.0,0.0,12.0
168,277,42,0.0,12.8,12.5,14.4
168,277,18,0.5,13.6,25.0,29.6
168,277,34,0.5,14.4,50.0,29.6
168,277,44,0.0,15.2,7.5,27.2
168,278,39,0.5,9.6,40.0,41.6
168,278,34,0.0,16.0,47.5,24.0
168,278,21,1.5,14.4,12.5,17.6
168,278,37,1.5,12.0,12.5,10.4
168,279,11,1.0,12.0,10.0,11.2
168,279,37,0.0,16.0,22.5,28.0
168,279,10,1.0,12.8,35.0,18.4
168,279,43,1.0,14.4,27.5,32.0
168,280,42,0.5,16.0,47.5,28.8
168,280,44,1.5,13.6,40.0,29.6
168,280,18,0.0,8.8,27.5,37.6
168,280,19,0.0,8.0,32.5,35.2
168,281,40,1.5,8.0,47.5,32.8
168,281,30,1.0,12.8,12.5,26.4
168,281,40,0.0,9.6,2.5,21.6
168,281,44,1.0,12.8,22.5,47.2
168,282,37,1.0,14.4,5.0,23.2
168,282,38,1.0,16.0,17.5,46.4
168,282,42,0.5,11.2,27.5,12.8
168,282,27,0.5,13.6,22.5,11.2
168,283,18,1.5,16.0,20.0,33.6
168,283,21,1.5,12.8,17.5,31.2
168,283,23,0.5,16.0,37.5,27.2
168,283,38,0.0,9.6,17.5,10.4
168,284,35,0.5,16.0,20.0,25.6
168,284,24,1.5,13.6,2.5,30.4
168,284,24,0.0,8.0,50.0,14.4
168,284,24,0.5,15.2,25.0,39.2
168,285,21,0.5,10.4,40.0,28.0
168,285,26,1.5,12.8,12.5,28.0
168,285,20,0.5,12.0,15.0,29.6
168,285,11,1.5,14.4,37.5,28.0
168,286,45,0.5,13.6,37.5,20.8
168,286,15,1.5,11.2,15.0,27.2
168,286,44,0.5,11.2,27.5,16.8
168,286,14,1.5,12.0,0.0,8.8
168,287,34,1.5,8.8,12.5,16.8
168,287,30,1.5,9.6,42.5,29.6
168,287,19,1.5,12.8,50.0,20.0
168,287,36,0.5,10.4,35.0,28.0
168,288,12,0.5,10.4,7.5,16.8
168,288,40,0.0,8.8,12.5,16.0
168,288,19,1.5,8.0,47.5,8.0
168,288,18,1.5,11.2,5.0,15.2
168,289,40,1.0,15.2,17.5,39.2
168,289,25,1.0,14.4,47.5,46.4
168,289,27,0.5,13.6,32.5,30.4
168,289,34,1.0,12.8,45.0,11.2
168,290,16,1.5,8.0,37.5,9.6
168,290,12,0.5,8.8,10.0,26.4
168,290,25,0.0,12.8,20.0,24.8
168,290,45,0.0,16.0,35.0,13.6
168,291,20,1.0,12.8,42.5,42.4
168,291,28,0.0,8.8,10.0,47.2
168,291,43,1.5,8.0,37.5,20.8
168,291,24,0.0,16.0,27.5,16.0
168,292,22,1.5,9.6,37.5,28.0
168,292,34,1.0,11.2,0.0,8.8
168,292,20,0.0,8.0,12.5,33.6
168,292,27,0.0,8.0,40.0,12.8
168,293,19,0.5,15.2,0.0,30.4
168,293,42,0.0,8.0,37.5,30.4
168,293,17,1.5,11.2,20.0,29.6
168,293,13,1.5,15.2,35.0,45.6
168,294,36,1.0,13.6,2.5,9.6
168,294,25,0.5,14.4,7.5,14.4
168,294,14,0.5,8.8,30.0,22.4
168,294,32,1.5,9.6,10.0,44.8
168,295,34,1.0,8.0,37.5,45.6
168,295,16,0.5,12.8,37.5,36.0
168,295,11,1.0,8.0,45.0,20.0
168,295,15,0.5,16.0,17.5,18.4
168,296,44,0.5,8.0,2.5,15.2
168,296,14,1.0,8.8,15.0,40.0
168,296,40,1.5,12.8,35.0,35.2
168,296,31,1.0,9.6,2.5,37.6
168,297,32,0.0,13.6,22.5,45.6
168,297,42,1.5,13.6,10.0,35.2
168,297,42,1.0,13.6,50.0,48.0
168,297,12,0.0,12.8,12.5,34.4
168,298,25,0.5,12.0,0.0,12.8
168,298,40,1.0,11.2,22.5,16.0
168,298,36,0.5,12.0,25.0,41.6
168,298,28,1.0,11.2,25.0,36.8
168,299,15,0.5,8.0,35.0,22.4
168,299,12,0.0,8.0,20.0,37.6
168,299,29,0.5,10.4,25.0,15.2
168,299,37,1.0,13.6,50.0,35.2
168,300,25,1.0,8.0,47.5,38.4
168,300,42,1.0,15.2,2.5,10.4
168,300,28,0.0,8.0,2.5,34.4
168,300,10,0.5,8.0,12.5,11.2
168,301,32,1.5,11.2,30.0,38.4
168,301,31,0.0,15.2,2.5,26.4
168,301,18,0.5,11.2,12.5,24.0
168,301,11,0.0,12.0,10.0,28.8
168,302,32,0.0,15.2,37.5,26.4
168,302,19,1.5,11.2,37.5,39.2
168,302,43,0.0,9.6,40.0,15.2
168,302,10,1.0,10.4,0.0,48.0
168,303,15,0.5,14.4,0.0,36.8
168,303,30,0.0,11.2,27.5,35.2
168,303,16,0.0,15.2,15.0,39.2
168,303,20,0.0,12.0,25.0,28.8
168,304,30,1.0,12.0,2.5,9.6
168,304,25,1.5,13.6,0.0,39.2
168,304,32,1.5,9.6,0.0,32.0
168,304,29,1.0,12.0,47.5,10.4
168,305,10,1.0,12.8,50.0,12.0
168,305,16,0.0,8.8,32.5,47.2
168,305,17,0.0,15.2,0.0,48.0
168,305,41,1.0,12.0,47.5,24.0
168,306,45,1.5,15.2,20.0,31.2
168,306,14,1.5,11.2,7.5,8.0
168,306,15,1.0,15.2,10.0,27.2
168,306,19,0.0,15.2,30.0,41.6
168,307,20,1.5,15.2,0.0,42.4
168,307,18,1.5,15.2,45.0,25.6
168,307,14,0.0,12.8,20.0,19.2
168,307,29,0.5,13.6,15.0,12.0
168,308,39,0.5,16.0,40.0,25.6
168,308,18,0.5,10.4,0.0,25.6
168,308,16,0.0,12.0,47.5,28.8
168,308,27,1.0,11.2,15.0,15.2
168,309,11,0.0,8.0,15.0,33.6
168,309,10,1.5,13.6,50.0,37.6
168,309,38,1.5,8.8,40.0,28.8
168,309,12,0.5,8.0,32.5,42.4
168,310,34,1.5,9.6,15.0,32.0
168,310,24,0.0,9.6,50.0,45.6
168,310,16,0.5,12.8,37.5,22.4
168,310,44,1.5,16.0,15.0,35.2
168,311,22,0.5,13.6,32.5,39.2
168,311,39,0.0,8.8,10.0,45.6
168,311,12,1.5,15.2,32.5,43.2
168,311,32,0.5,9.6,20.0,14.4
168,312,27,1.5,15.2,37.5,12.0
168,312,37,1.5,16.0,17.5,44.8
168,312,20,0.0,10.4,37.5,43.2
168,312,39,1.0,9.6,32.5,11.2
168,313,39,0.0,8.8,22.5,39.2
168,313,10,1.0,12.0,25.0,37.6
168,313,30,0.0,12.8,0.0,12.8
168,313,18,1.5,8.8,25.0,28.8
168,314,41,1.0,11.2,15.0,43.2
168,314,24,0.0,15.2,12.5,47.2
168,314,20,0.0,8.0,15.0,12.0
168,314,32,1.5,8.8,17.5,10.4
168,315,44,0.5,9.6,32.5,43.2
168,315,17,0.5,11.2,7.5,28.8
168,315,27,1.5,14.4,15.0,44.8
168,315,17,0.5,15.2,12.5,37.6
168,316,37,0.0,11.2,7.5,39.2
168,316,17,0.5,11.2,7.5,25.6
168,316,28,1.0,14.4,10.0,29.6
168,316,16,1.0,16.0,2.5,29.6
168,317,18,1.5,15.2,45.0,46.4
168,317,42,0.0,15.2,5.0,46.4
168,317,32,1.0,11.2,15.0,20.0
168,317,15,0.0,15.2,27.5,41.6
168,318,39,1.0,13.6,32.5,22.4
168,318,40,1.5,16.0,37.5,10.4
168,318,11,0.5,12.0,25.0,16.0
168,318,13,0.5,9.6,5.0,14.4
168,319,26,1.5,10.4,27.5,20.8
168,319,42,1.5,13.6,2.5,41.6
168,319,15,1.0,13.6,17.5,20.8
168,319,11,0.5,12.0,47.5,16.0
168,320,42,0.0,15.2,42.5,28.8
168,320,29,0.0,15.2,12.5,42.4
168,320,17,0.0,16.0,10.0,19.2
168,320,40,0.0,10.4,2.5,28.8
168,321,24,1.5,16.0,22.5,23.2
168,321,37,0.0,13.6,10.0,47.2
168,321,15,0.5,12.0,2.5,38.4
168,321,17,1.0,12.0,27.5,17.6
168,322,33,1.0,16.0,25.0,32.8
168,322,12,0.5,12.8,20.0,27.2
168,322,34,0.0,8.0,25.0,37.6
168,322,10,1.0,10.4,40.0,44.0
168,323,16,0.5,13.6,27.5,18.4
168,323,29,0.0,9.6,30.0,18.4
168,323,24,0.0,10.4,45.0,36.8
168,323,16,0.0,16.0,7.5,16.0
168,324,39,0.5,8.8,50.0,23.2
168,324,39,1.5,8.8,35.0,44.0
168,324,30,0.0,14.4,7.5,40.0
168,324,30,1.0,8.0,5.0,15.2
168,325,43,1.0,14.4,0.0,17.6
168,325,45,0.0,13.6,5.0,15.2
168,325,25,1.5,12.0,32.5,28.8
168,325,17,1.5,11.2,25.0,19.2
168,326,35,0.5,8.8,20.0,9.6
168,326,15,0.0,8.8,40.0,20.0
168,326,19,1.5,16.0,2.5,13.6
168,326,43,0.5,10.4,2.5,21.6
168,327,41,0.5,11.2,20.0,16.8
168,327,18,1.5,13.6,30.0,32.8
168,327,22,1.5,8.0,32.5,32.0
168,327,33,1.0,16.0,12.5,35.2
168,328,25,0.0,15.2,45.0,10.4
168,328,11,0.5,16.0,45.0,39.2
168,328,25,1.5,15.2,37.5,40.8
168,328,25,0.0,8.8,5.0,10.4
168,329,24,0.5,12.0,2.5,26.4
168,329,10,1.5,16.0,12.5,28.8
168,329,13,0.5,15.2,20.0,44.0
168,329,21,1.5,16.0,35.0,15.2
168,330,10,0.0,9.6,32.5,39.2
168,330,45,1.0,13.6,17.5,8.0
168,330,26,0.5,9.6,22.5,33.6
168,330,39,1.5,12.8,37.5,22.4
168,331,26,1.0,8.0,27.5,14.4
168,331,15,0.5,11.2,40.0,32.0
168,331,34,1.5,11.2,47.5,29.6
168,331,25,1.5,10.4,2.5,12.0
168,332,45,1.0,8.8,27.5,28.8
168,332,21,1.0,10.4,2.5,28.8
168,332,42,0.0,10.4,35.0,41.6
168,332,20,1.5,15.2,20.0,42.4
168,333,39,0.0,11.2,5.0,8.0
168,333,17,0.5,13.6,37.5,20.0
168,333,13,0.0,8.8,17.5,28.0
168,333,13,1.5,13.6,30.0,45.6
168,334,29,0.5,13.6,15.0,40.0
168,334,32,1.0,9.6,35.0,26.4
168,334,34,0.0,8.0,7.5,8.8
168,334,29,0.0,12.8,50.0,27.2
168,335,15,1.5,10.4,27.5,12.0
168,335,12,1.5,8.0,42.5,12.0
168,335,45,0.0,13.6,27.5,24.8
168,335,27,1.5,8.8,40.0,17.6
168,336,40,1.0,9.6,32.5,35.2
168,336,23,1.0,10.4,40.0,42.4
168,336,39,0.5,16.0,12.5,11.2
168,336,34,1.0,16.0,47.5,46.4
168,337,37,0.5,9.6,37.5,42.4
168,337,42,1.5,14.4,17.5,24.8
168,337,44,0.5,12.0,45.0,39.2
168,337,16,1.0,12.0,45.0,27.2
168,338,28,1.5,11.2,17.5,23.2
168,338,13,1.5,12.8,47.5,12.8
168,338,44,1.5,15.2,30.0,28.0
168,338,17,0.0,12.0,30.0,29.6
168,339,13,1.5,13.6,0.0,26.4
168,339,29,0.5,14.4,5.0,20.0
168,339,31,0.0,11.2,47.5,28.0
168,339,17,0.0,8.8,47.5,41.6
168,340,37,1.0,14.4,5.0,34.4
168,340,10,1.5,8.8,0.0,21.6
168,340,30,1.0,12.0,2.5,9.6
168,340,41,0.0,14.4,35.0,19.2
168,341,13,0.5,8.8,27.5,14.4
168,341,41,0.5,15.2,30.0,21.6
168,341,11,0.0,8.0,37.5,22.4
168,341,38,0.5,9.6,27.5,47.2
168,342,45,0.0,12.8,42.5,8.0
168,342,39,1.0,12.8,22.5,34.4
168,342,10,1.5,14.4,50.0,41.6
168,342,26,1.0,13.6,27.5,40.8
168,343,40,1.5,14.4,37.5,25.6
168,343,16,1.0,8.0,20.0,8.8
168,343,39,0.0,14.4,25.0,9.6
168,343,41,1.0,14.4,40.0,12.0
168,344,13,0.0,10.4,35.0,44.8
168,344,19,1.5,11.2,42.5,17.6
168,344,31,0.0,11.2,5.0,13.6
168,344,32,0.0,9.6,10.0,35.2
168,345,30,1.0,8.0,45.0,44.0
168,345,29,0.0,8.0,40.0,25.6
168,345,31,0.5,12.0,27.5,8.0
168,345,33,0.5,12.0,0.0,37.6
168,346,32,0.0,10.4,50.0,15.2
168,346,35,0.5,15.2,7.5,18.4
168,346,16,0.5,12.8,22.5,48.0
168,346,18,1.0,14.4,37.5,46.4
168,347,12,1.5,15.2,42.5,44.8
168,347,17,1.0,13.6,50.0,41.6
168,347,18,0.0,8.0,40.0,32.8
168,347,15,1.0,10.4,22.5,40.8
168,348,30,0.5,12.0,15.0,34.4
168,348,31,0.5,8.0,30.0,26.4
168,348,23,0.5,8.0,10.0,45.6
168,348,25,1.0,14.4,30.0,46.4
168,349,31,1.5,14.4,30.0,14.4
168,349,20,1.0,14.4,40.0,37.6
168,349,31,0.0,16.0,45.0,8.8
168,349,26,0.0,12.8,32.5,28.0
168,350,23,1.5,10.4,5.0,8.8
168,350,11,0.0,12.0,27.5,33.6
168,350,18,0.5,16.0,22.5,21.6
168,350,37,1.5,16.0,50.0,20.8
168,351,11,1.5,9.6,40.0,20.8
168,351,12,0.0,14.4,25.0,44.8
168,351,10,1.5,8.0,45.0,40.8
168,351,34,0.0,9.6,40.0,9.6
168,352,11,1.5,16.0,12.5,20.0
168,352,30,0.5,9.6,47.5,11.2
168,352,34,0.0,11.2,5.0,44.8
168,352,37,0.5,12.0,27.5,32.0
168,353,43,1.5,10.4,12.5,45.6
168,353,12,1.0,11.2,22.5,35.2
168,353,15,0.0,12.0,17.5,11.2
168,353,30,0.5,12.0,22.5,18.4
168,354,45,1.0,8.0,27.5,12.8
168,354,25,1.0,8.0,45.0,16.0
168,354,38,0.5,10.4,30.0,8.8
168,354,22,1.5,14.4,25.0,25.6
168,355,16,0.5,11.2,22.5,45.6
168,355,28,1.5,11.2,35.0,15.2
168,355,28,1.0,15.2,12.5,13.6
168,355,30,1.5,12.8,15.0,14.4
168,356,13,1.5,8.8,22.5,21.6
168,356,45,1.0,11.2,35.0,24.8
168,356,35,1.5,16.0,0.0,24.0
168,356,17,1.0,15.2,5.0,31.2
168,357,23,0.0,12.0,10.0,36.8
168,357,37,1.5,16.0,35.0,44.0
168,357,26,0.0,16.0,10.0,34.4
168,357,27,0.0,12.0,45.0,28.8
168,358,40,1.0,11.2,10.0,16.8
168,358,24,1.0,8.8,32.5,46.4
168,358,39,1.5,12.0,47.5,31.2
168,358,21,0.5,8.8,32.5,43.2
168,359,42,0.0,8.8,22.5,25.6
168,359,35,1.5,11.2,30.0,36.0
168,359,33,1.0,8.0,12.5,43.2
168,359,21,0.0,12.8,10.0,45.6
168,360,11,0.5,11.2,5.0,16.0
168,360,38,0.0,10.4,0.0,42.4
168,360,11,1.0,11.2,42.5,38.4
168,360,44,0.0,16.0,47.5,36.0
168,361,25,1.5,8.8,32.5,8.0
168,361,27,0.0,11.2,0.0,19.2
168,361,18,1.0,15.2,7.5,10.4
168,361,45,0.0,13.6,50.0,20.0
168,362,31,1.0,15.2,37.5,40.0
168,362,34,0.0,12.8,37.5,30.4
168,362,31,1.5,14.4,30.0,18.4
168,362,40,0.0,8.8,42.5,18.4
168,363,34,0.0,10.4,17.5,11.2
168,363,39,0.5,8.8,20.0,19.2
168,363,17,1.0,12.8,7.5,39.2
168,363,18,1.0,14.4,45.0,24.0
168,364,20,1.5,8.0,35.0,12.0
168,364,26,1.5,15.2,40.0,44.0
168,364,33,0.0,14.4,27.5,46.4
168,364,34,1.5,8.8,32.5,10.4
203,0,-5,0,1.5,14,25.5
203,0,0,1,2.4,4,37.5
203,0,-2,0,2.55,0,54.0
203,1,-1,1,2.1,20,61.5
203,1,-18,1,2.7,0,46.5
203,1,-12,2,2.7,30,33.0
203,1,-14,1,1.8,18,18.0
203,2,-15,2,1.65,22,25.5
203,2,-18,2,3.0,34,16.5
203,2,-3,0,2.25,0,37.5
203,2,-1,0,3.0,28,78.0
203,3,-2,2,2.7,28,57.0
203,3,-19,0,2.1,10,34.5
203,3,-15,3,2.25,24,18.0
203,3,2,1,1.5,32,90.0
203,4,11,2,1.5,4,51.0
203,4,-14,0,2.4,28,34.5
203,4,11,2,2.7,0,69.0
203,4,4,0,2.7,8,84.0
203,5,-11,2,1.65,2,24.0
203,5,4,3,2.4,12,54.0
203,5,14,1,2.25,32,69.0
203,5,-5,3,1.95,36,39.0
203,6,-9,0,2.85,10,87.0
203,6,-18,3,1.5,4,67.5
203,6,10,1,1.8,20,58.5
203,6,11,0,2.85,24,64.5
203,7,-14,3,2.85,32,73.5
203,7,12,1,2.55,10,46.5
203,7,1,0,2.55,26,21.0
203,7,12,1,2.55,0,60.0
203,8,-14,0,3.0,22,22.5
203,8,1,2,1.65,34,31.5
203,8,6,1,2.85,12,90.0
203,8,-18,0,2.25,4,25.5
203,9,-16,3,1.5,20,21.0
203,9,-14,3,1.95,8,90.0
203,9,9,3,1.5,40,54.0
203,9,-13,0,2.4,28,67.5
203,10,4,1,2.55,12,25.5
203,10,-18,0,1.8,36,57.0
203,10,-13,1,1.65,6,57.0
203,10,15,3,2.85,28,73.5
203,11,12,1,2.85,40,21.0
203,11,3,3,2.1,26,16.5
203,11,-5,3,1.95,14,19.5
203,11,-7,2,1.8,4,21.0
203,12,-16,3,2.4,32,48.0
203,12,4,0,2.25,12,24.0
203,12,10,2,1.8,6,78.0
203,12,-5,0,1.65,22,40.5
203,13,10,0,1.65,12,30.0
203,13,-7,1,1.8,34,49.5
203,13,0,1,3.0,12,40.5
203,13,8,0,3.0,32,63.0
203,14,-17,2,2.4,22,79.5
203,14,11,0,2.25,10,43.5
203,14,8,0,1.5,10,72.0
203,14,14,1,2.85,32,22.5
203,15,1,0,2.85,38,37.5
203,15,8,1,2.4,38,52.5
203,15,-6,1,2.85,36,69.0
203,15,0,0,2.55,8,19.5
203,16,-13,3,3.0,22,36.0
203,16,6,1,2.55,38,46.5
203,16,-14,3,1.95,6,60.0
203,16,13,2,2.7,26,37.5
203,17,-3,2,2.1,34,70.5
203,17,-14,3,2.85,24,61.5
203,17,-3,1,1.5,38,18.0
203,17,2,0,3.0,30,15.0
203,18,12,3,1.5,30,85.5
203,18,6,3,1.65,32,25.5
203,18,9,2,1.8,0,72.0
203,18,-1,1,1.8,34,58.5
203,19,10,1,3.0,30,69.0
203,19,10,1,2.4,10,33.0
203,19,-7,1,2.4,30,61.5
203,19,-13,3,2.85,32,15.0
203,20,-9,1,2.1,12,30.0
203,20,14,1,2.85,26,67.5
203,20,6,1,3.0,36,51.0
203,20,-14,1,2.7,22,55.5
203,21,-7,2,2.7,38,37.5
203,21,0,3,1.65,2,28.5
203,21,-19,2,3.0,32,73.5
203,21,0,2,2.1,30,45.0
203,22,-20,1,2.85,30,54.0
203,22,14,3,3.0,10,34.5
203,22,-6,0,2.55,6,78.0
203,22,5,0,2.1,4,55.5
203,23,-16,1,1.5,4,36.0
203,23,11,2,2.25,10,24.0
203,23,-1,0,1.95,12,48.0
203,23,13,3,3.0,0,16.5
203,24,0,0,2.25,8,78.0
203,24,-17,0,2.55,32,61.5
203,24,-20,2,2.7,40,51.0
203,24,-4,1,1.5,36,57.0
203,25,11,3,1.8,16,55.5
203,25,8,2,1.95,20,73.5
203,25,-15,3,1.5,10,63.0
203,25,1,3,2.1,18,18.0
203,26,-9,2,1.95,6,69.0
203,26,-20,1,2.55,20,87.0
203,26,13,0,2.85,4,48.0
203,26,0,1,2.25,12,33.0
203,27,14,2,2.55,2,79.5
203,27,-18,0,2.1,0,60.0
203,27,4,2,2.7,40,79.5
203,27,-8,1,1.8,32,51.0
203,28,3,3,1.65,24,40.5
203,28,9,2,3.0,38,90.0
203,28,-17,3,2.85,18,31.5
203,28,-4,1,3.0,24,39.0
203,29,9,2,2.25,32,36.0
203,29,4,3,1.65,38,34.5
203,29,-20,0,2.4,6,88.5
203,29,4,0,2.25,22,30.0
203,30,-2,2,1.95,40,34.5
203,30,8,3,3.0,30,45.0
203,30,-18,0,1.95,8,82.5
203,30,-17,2,2.85,10,39.0
203,31,-8,1,2.4,6,52.5
203,31,-18,0,2.55,26,31.5
203,31,-1,3,2.4,14,46.5
203,31,-6,3,2.85,38,88.5
203,32,-16,1,2.1,36,84.0
203,32,-4,3,1.95,4,75.0
203,32,-2,3,3.0,22,18.0
203,32,-12,1,2.1,2,76.5
203,33,9,1,3.0,38,16.5
203,33,15,1,2.55,24,24.0
203,33,-8,3,3.0,28,73.5
203,33,6,3,1.5,20,48.0
203,34,2,3,1.8,8,22.5
203,34,-16,1,1.5,6,81.0
203,34,-8,2,1.8,20,25.5
203,34,14,2,1.95,30,66.0
203,35,-2,1,1.95,0,76.5
203,35,-3,0,2.4,8,51.0
203,35,-3,3,2.1,20,72.0
203,35,3,2,2.1,18,45.0
203,36,-5,0,2.55,6,42.0
203,36,-20,1,2.4,6,67.5
203,36,-20,1,1.8,34,31.5
203,36,-4,1,2.1,6,48.0
203,37,-16,1,1.65,26,85.5
203,37,-2,3,1.95,18,18.0
203,37,5,2,2.7,16,24.0
203,37,-15,3,2.4,40,27.0
203,38,-18,1,2.1,36,63.0
203,38,10,0,1.65,14,76.5
203,38,1,3,2.7,10,25.5
203,38,6,2,2.55,36,87.0
203,39,-8,2,1.5,4,39.0
203,39,-2,3,2.4,6,37.5
203,39,2,1,1.95,8,46.5
