OID_,ppt_id,veg_sz_cla,strmap_id,RxBase,Rx50,Rx30,Rx0
,2185,11,1384,16,13,7,1
,1862,11,1384,16,13,7,1
,956,31,1744,16,13,7,1
,348,22,642,16,13,7,1
,5700,21,2333,16,13,7,1
,2724,31,1744,16,13,7,1
,4366,29,2188,16,19,13,7
,7937,31,1744,16,13,7,1
,5292,21,2333,16,13,7,1
,4925,11,1384,16,13,7,1
,426,21,2333,16,13,7,1
,8184,21,2333,16,13,7,1
,7373,21,2333,16,13,7,1
,6867,24,2022,16,13,7,1
,4879,31,1744,16,13,7,1
,1757,19,2188,16,19,13,7
,1004,11,1384,16,13,7,1
,1730,11,1384,16,13,7,1
,2526,31,1744,16,13,7,1
,6506,31,1744,16,13,7,1
,3784,11,1384,16,13,7,1
,3760,11,1384,16,13,7,1
,3485,11,1384,16,13,7,1
,8361,11,1384,16,13,7,1
,1773,21,2333,16,13,7,1
,3802,11,1384,16,13,7,1
,3093,21,2333,16,13,7,1
,1099,31,1744,16,13,7,1
,181,11,1384,16,13,7,1
,1742,11,1384,16,13,7,1
,2948,31,1744,16,13,7,1
,4029,11,1384,16,13,7,1
,2682,11,1384,16,13,7,1
,197,11,1384,16,13,7,1
,2913,21,2333,16,13,7,1
,1671,21,2333,16,13,7,1
,2510,11,1384,16,13,7,1
,9037,24,2022,16,13,7,1
,3449,11,1384,16,13,7,1
,3052,21,2333,16,13,7,1
,3913,11,1384,16,13,7,1
,5245,31,1744,16,13,7,1
,5003,11,1384,16,13,7,1
,241,11,1384,16,13,7,1
,4533,21,2333,16,13,7,1
,815,29,2188,16,19,13,7
,1770,21,2333,16,13,7,1
,2040,19,2188,16,19,13,7
,5876,21,2333,16,13,7,1
,2490,27,2188,16,19,13,7
,7840,21,2333,16,13,7,1
,8323,11,1384,16,13,7,1
,2806,29,2188,16,19,13,7
,1271,28,2188,16,19,13,7
,4808,31,1744,16,13,7,1
,4876,21,2333,16,13,7,1
,6803,11,1384,16,13,7,1
,4384,21,2333,16,13,7,1
,761,31,1744,16,13,7,1
,2613,29,2188,16,19,13,7
,5184,31,1744,16,13,7,1
,3523,17,2188,16,19,13,7
,3577,21,2333,16,13,7,1
,7206,21,2333,16,13,7,1
,476,11,1384,16,13,7,1
,203,11,1384,16,13,7,1
,1604,11,1384,16,13,7,1
,5463,31,1744,16,13,7,1
,1410,11,1384,16,13,7,1
,1116,11,1384,16,13,7,1
,2487,21,2333,16,13,7,1
,198,11,1384,16,13,7,1
,1749,21,2333,16,13,7,1
,3194,21,2333,16,13,7,1
,3508,21,2333,16,13,7,1
,2413,14,2188,16,13,7,1
,5996,27,2188,16,19,13,7
,7923,11,1384,16,13,7,1
,2840,11,1384,16,13,7,1
,3159,11,1384,16,13,7,1
,2417,11,1384,16,13,7,1
,4924,31,1744,16,13,7,1
,3815,11,1384,16,13,7,1
,972,31,1744,16,13,7,1
,1864,19,2188,16,19,13,7
,720,31,1744,16,13,7,1
,2692,21,2333,16,13,7,1
,4812,31,1744,16,13,7,1
,148,11,1384,16,13,7,1
,5470,21,2333,16,13,7,1
,5201,21,2333,16,13,7,1
,9108,31,1744,16,13,7,1
,5980,31,1744,16,13,7,1
,1025,31,1744,16,13,7,1
,2707,15,2188,16,19,13,7
,4028,21,2333,16,13,7,1
,6755,11,1384,16,13,7,1
,1103,21,2333,16,13,7,1
,714,11,1384,16,13,7,1
,4410,31,1744,16,13,7,1
,634,21,2333,16,13,7,1
,1994,11,1384,16,13,7,1
,127,21,2333,16,13,7,1
,534,15,2188,16,19,13,7
,1703,11,1384,16,13,7,1
,5023,29,2188,16,19,13,7
,3928,29,2188,16,19,13,7
,1213,21,2333,16,13,7,1
,2262,11,1384,16,13,7,1
,1124,11,1384,16,13,7,1
,9691,31,1744,16,13,7,1
,2453,21,2333,16,13,7,1
,1388,21,2333,16,13,7,1
,2990,31,1744,16,13,7,1
,575,11,1384,16,13,7,1
,5105,31,1744,16,13,7,1
,2558,11,1384,16,13,7,1
,2704,31,1744,16,13,7,1
,6025,28,2188,16,19,13,7
,7435,21,2333,16,13,7,1
,3840,22,642,16,13,7,1
,1480,21,2333,16,13,7,1
,5040,31,1744,16,13,7,1
,5903,31,1744,16,13,7,1
,1965,11,1384,16,13,7,1
,3494,31,1744,16,13,7,1
,6445,31,1744,16,13,7,1
,3170,22,642,16,13,7,1
,4361,21,2333,16,13,7,1
,401,11,1384,16,13,7,1
,9763,21,2333,16,13,7,1
,1481,12,2188,16,13,7,1
,3373,11,1384,16,13,7,1
,4587,29,2188,16,19,13,7
,798,11,1384,16,13,7,1
,6610,11,1384,16,13,7,1
,176,31,1744,16,13,7,1
,373,11,1384,16,13,7,1
,443,21,2333,16,13,7,1
,660,21,2333,16,13,7,1
,1817,11,1384,16,13,7,1
,4379,21,2333,16,13,7,1
,3053,22,642,16,13,7,1
,1364,11,1384,16,13,7,1
,287,11,1384,16,13,7,1
,2315,11,1384,16,13,7,1
,6537,31,1744,16,13,7,1
,3179,31,1744,16,13,7,1
,3000,29,2188,16,19,13,7
,1662,11,1384,16,13,7,1
,4524,11,1384,16,13,7,1
,1504,21,2333,16,13,7,1
,4490,22,642,16,13,7,1
,561,31,1744,16,13,7,1
,1640,29,2188,16,19,13,7
,4237,31,1744,16,13,7,1
,3884,11,1384,16,13,7,1
,328,12,2188,16,13,7,1
,8233,11,1384,16,13,7,1
,9610,21,2333,16,13,7,1
,5838,31,1744,16,13,7,1
,651,11,1384,16,13,7,1
,2702,29,2188,16,19,13,7
,2221,21,2333,16,13,7,1
,4170,11,1384,16,13,7,1
,3647,11,1384,16,13,7,1
,5039,11,1384,16,13,7,1
,8224,11,1384,16,13,7,1
,4922,11,1384,16,13,7,1
,3731,21,2333,16,13,7,1
,1772,24,2022,16,13,7,1
,3232,11,1384,16,13,7,1
,4055,11,1384,16,13,7,1
,8034,29,2188,16,19,13,7
,7602,29,2188,16,19,13,7
,8069,11,1384,16,13,7,1
,939,21,2333,16,13,7,1
,4921,11,1384,16,13,7,1
,3160,21,2333,16,13,7,1
,2179,11,1384,16,13,7,1
,6152,21,2333,16,13,7,1
,3778,21,2333,16,13,7,1
,7569,29,2188,16,19,13,7
,2534,18,2188,16,19,13,7
,5740,11,1384,16,13,7,1
,7030,31,1744,16,13,7,1
,137,12,2188,16,13,7,1
,2998,21,2333,16,13,7,1
,3735,21,2333,16,13,7,1
,6776,19,2188,16,19,13,7
,8097,11,1384,16,13,7,1
,2118,11,1384,16,13,7,1
,4986,21,2333,16,13,7,1
,554,21,2333,16,13,7,1
,2642,11,1384,16,13,7,1
,3964,31,1744,16,13,7,1
,3450,11,1384,16,13,7,1
,4011,11,1384,16,13,7,1
,1258,21,2333,16,13,7,1
,3725,11,1384,16,13,7,1
,3135,19,2188,16,19,13,7
,2275,11,1384,16,13,7,1
,7962,29,2188,16,19,13,7
,5063,31,1744,16,13,7,1
,6342,29,2188,16,19,13,7
,728,23,1529,16,13,7,1
,6313,21,2333,16,13,7,1
,1295,11,1384,16,13,7,1
,2252,11,1384,16,13,7,1
,3249,19,2188,16,19,13,7
,1901,21,2333,16,13,7,1
,1700,18,2188,16,19,13,7
,1064,11,1384,16,13,7,1
,568,21,2333,16,13,7,1
,1854,11,1384,16,13,7,1
,4392,31,1744,16,13,7,1
,1425,11,1384,16,13,7,1
,688,19,2188,16,19,13,7
,2156,11,1384,16,13,7,1
,4820,11,1384,16,13,7,1
,6909,11,1384,16,13,7,1
,3620,21,2333,16,13,7,1
,3619,31,1744,16,13,7,1
,4038,11,1384,16,13,7,1
,8073,11,1384,16,13,7,1
,3865,11,1384,16,13,7,1
,619,21,2333,16,13,7,1
,1444,31,1744,16,13,7,1
,5496,39,2188,16,19,13,7
,3809,11,1384,16,13,7,1
,650,11,1384,16,13,7,1
,2471,21,2333,16,13,7,1
,747,11,1384,16,13,7,1
,1413,11,1384,16,13,7,1
,261,11,1384,16,13,7,1
,8397,11,1384,16,13,7,1
,3318,11,1384,16,13,7,1
,1387,11,1384,16,13,7,1
,3584,11,1384,16,13,7,1
,553,15,2188,16,19,13,7
,853,21,2333,16,13,7,1
,908,11,1384,16,13,7,1
,5987,21,2333,16,13,7,1
,2889,31,1744,16,13,7,1
,1592,11,1384,16,13,7,1
,5405,29,2188,16,19,13,7
,1027,11,1384,16,13,7,1
,2049,11,1384,16,13,7,1
,9076,21,2333,16,13,7,1
,1431,11,1384,16,13,7,1
,5412,21,2333,16,13,7,1
,2501,21,2333,16,13,7,1
,684,11,1384,16,13,7,1
,7847,31,1744,16,13,7,1
,3549,11,1384,16,13,7,1
,782,31,1744,16,13,7,1
,2112,11,1384,16,13,7,1
,4978,11,1384,16,13,7,1
,1539,21,2333,16,13,7,1
,616,21,2333,16,13,7,1
,2048,11,1384,16,13,7,1
,690,21,2333,16,13,7,1
,4731,21,2333,16,13,7,1
,2853,29,2188,16,19,13,7
,4667,11,1384,16,13,7,1
,7309,31,1744,16,13,7,1
,8394,29,2188,16,19,13,7
,4480,11,1384,16,13,7,1
,370,27,2188,16,19,13,7
,4996,21,2333,16,13,7,1
,6060,31,1744,16,13,7,1
,2861,11,1384,16,13,7,1
,1473,24,2022,16,13,7,1
,2303,11,1384,16,13,7,1
,7729,31,1744,16,13,7,1
,2758,11,1384,16,13,7,1
,6599,11,1384,16,13,7,1
,1323,25,2188,16,19,13,7
,1376,11,1384,16,13,7,1
,4146,11,1384,16,13,7,1
,268,21,2333,16,13,7,1
,4914,11,1384,16,13,7,1
,4071,25,2188,16,19,13,7
,499,11,1384,16,13,7,1
,4266,11,1384,16,13,7,1
,4345,21,2333,16,13,7,1
,5701,29,2188,16,19,13,7
,95,21,2333,16,13,7,1
,3081,11,1384,16,13,7,1
,7281,21,2333,16,13,7,1
,2219,21,2333,16,13,7,1
,1018,11,1384,16,13,7,1
,4550,11,1384,16,13,7,1
,6425,31,1744,16,13,7,1
,2947,31,1744,16,13,7,1
,1219,22,642,16,13,7,1
,5217,19,2188,16,19,13,7
,1311,31,1744,16,13,7,1
,962,31,1744,16,13,7,1
,7609,21,2333,16,13,7,1
,2209,11,1384,16,13,7,1
,966,21,2333,16,13,7,1
,266,11,1384,16,13,7,1
,1704,11,1384,16,13,7,1
,2822,11,1384,16,13,7,1
,4491,21,2333,16,13,7,1
,1231,31,1744,16,13,7,1
,5280,31,1744,16,13,7,1
,6630,11,1384,16,13,7,1
,663,11,1384,16,13,7,1
,146,31,1744,16,13,7,1
,140,21,2333,16,13,7,1
,2291,22,642,16,13,7,1
,2477,21,2333,16,13,7,1
,4906,11,1384,16,13,7,1
,624,17,2188,16,19,13,7
,3315,21,2333,16,13,7,1
,7440,22,642,16,13,7,1
,419,12,2188,16,13,7,1
,5858,12,2188,16,13,7,1
,4471,11,1384,16,13,7,1
,1858,11,1384,16,13,7,1
,665,11,1384,16,13,7,1
,6446,11,1384,16,13,7,1
,3723,11,1384,16,13,7,1
,5679,29,2188,16,19,13,7
,2634,19,2188,16,19,13,7
,1785,19,2188,16,19,13,7
,1768,24,2022,16,13,7,1
,2434,11,1384,16,13,7,1
,2635,11,1384,16,13,7,1
,738,21,2333,16,13,7,1
,971,31,1744,16,13,7,1
,231,21,2333,16,13,7,1
,550,21,2333,16,13,7,1
,4057,11,1384,16,13,7,1
,8758,11,1384,16,13,7,1
,3385,21,2333,16,13,7,1
,2567,21,2333,16,13,7,1
,2813,31,1744,16,13,7,1
,465,21,2333,16,13,7,1
,4827,11,1384,16,13,7,1
,4369,11,1384,16,13,7,1
,5533,31,1744,16,13,7,1
,5751,21,2333,16,13,7,1
,3401,21,2333,16,13,7,1
,1033,11,1384,16,13,7,1
,3173,21,2333,16,13,7,1
,2588,11,1384,16,13,7,1
,4252,11,1384,16,13,7,1
,434,11,1384,16,13,7,1
,647,21,2333,16,13,7,1
,1995,19,2188,16,19,13,7
,4109,11,1384,16,13,7,1
,8832,21,2333,16,13,7,1
,614,35,2188,16,19,13,7
,1650,13,2188,16,13,7,1
,7731,31,1744,16,13,7,1
,9779,31,1744,16,13,7,1
,5482,31,1744,16,13,7,1
,8860,11,1384,16,13,7,1
,4700,23,1529,16,13,7,1
,445,21,2333,16,13,7,1
,2633,11,1384,16,13,7,1
,2230,13,2188,16,13,7,1
,7604,21,2333,16,13,7,1
,1839,11,1384,16,13,7,1
,5860,21,2333,16,13,7,1
,3655,21,2333,16,13,7,1
,6021,25,2188,16,19,13,7
,1076,21,2333,16,13,7,1
,3520,11,1384,16,13,7,1
,396,31,1744,16,13,7,1
,2486,11,1384,16,13,7,1
,4463,21,2333,16,13,7,1
,1015,21,2333,16,13,7,1
,5545,29,2188,16,19,13,7
,559,21,2333,16,13,7,1
,8130,11,1384,16,13,7,1
,8102,11,1384,16,13,7,1
,4073,11,1384,16,13,7,1
,3357,11,1384,16,13,7,1
,4249,21,2333,16,13,7,1
,4360,11,1384,16,13,7,1
,1202,21,2333,16,13,7,1
,3702,11,1384,16,13,7,1
,2089,22,642,16,13,7,1
,1073,11,1384,16,13,7,1
,3873,21,2333,16,13,7,1
,3371,11,1384,16,13,7,1
,165,11,1384,16,13,7,1
,4886,31,1744,16,13,7,1
,7391,31,1744,16,13,7,1
,3779,21,2333,16,13,7,1
,3999,11,1384,16,13,7,1
,1451,31,1744,16,13,7,1
,8556,31,1744,16,13,7,1
,581,11,1384,16,13,7,1
,2128,11,1384,16,13,7,1
,7600,21,2333,16,13,7,1
,2631,11,1384,16,13,7,1
,9212,31,1744,16,13,7,1
,1260,24,2022,16,13,7,1
,4597,11,1384,16,13,7,1
,5336,21,2333,16,13,7,1
,9203,21,2333,16,13,7,1
,7606,21,2333,16,13,7,1
,1722,19,2188,16,19,13,7
,7219,11,1384,16,13,7,1
,2761,11,1384,16,13,7,1
,529,21,2333,16,13,7,1
,6066,31,1744,16,13,7,1
,1535,21,2333,16,13,7,1
,912,11,1384,16,13,7,1
,5339,31,1744,16,13,7,1
,323,11,1384,16,13,7,1
,4806,11,1384,16,13,7,1
,4239,21,2333,16,13,7,1
,4525,31,1744,16,13,7,1
,1603,31,1744,16,13,7,1
,4966,11,1384,16,13,7,1
,4578,31,1744,16,13,7,1
,3222,31,1744,16,13,7,1
,8872,31,1744,16,13,7,1
,1379,11,1384,16,13,7,1
,4148,11,1384,16,13,7,1
,8994,32,2188,16,13,7,1
,109,21,2333,16,13,7,1
,2454,11,1384,16,13,7,1
,2463,12,2188,16,13,7,1
,2333,11,1384,16,13,7,1
,2314,24,2022,16,13,7,1
,528,11,1384,16,13,7,1
,1976,31,1744,16,13,7,1
,1409,11,1384,16,13,7,1
,6209,31,1744,16,13,7,1
,3115,21,2333,16,13,7,1
,4126,25,2188,16,19,13,7
,4513,11,1384,16,13,7,1
,302,29,2188,16,19,13,7
,4514,12,2188,16,13,7,1
,1529,11,1384,16,13,7,1
,7090,11,1384,16,13,7,1
,336,27,2188,16,19,13,7
,1747,12,2188,16,13,7,1
,87,21,2333,16,13,7,1
,1404,21,2333,16,13,7,1
,1087,31,1744,16,13,7,1
,3498,21,2333,16,13,7,1
,1818,11,1384,16,13,7,1
,1319,11,1384,16,13,7,1
,787,29,2188,16,19,13,7
,7749,29,2188,16,19,13,7
,8064,11,1384,16,13,7,1
,2667,21,2333,16,13,7,1
,1020,11,1384,16,13,7,1
,8139,29,2188,16,19,13,7
,753,11,1384,16,13,7,1
,4487,27,2188,16,19,13,7
,4234,19,2188,16,19,13,7
,2894,17,2188,16,19,13,7
,2409,19,2188,16,19,13,7
,2449,21,2333,16,13,7,1
,5254,29,2188,16,19,13,7
,5304,31,1744,16,13,7,1
,4168,21,2333,16,13,7,1
,2819,21,2333,16,13,7,1
,3755,11,1384,16,13,7,1
,3870,24,2022,16,13,7,1
,2921,29,2188,16,19,13,7
,4336,31,1744,16,13,7,1
,1150,19,2188,16,19,13,7
,340,11,1384,16,13,7,1
,2425,11,1384,16,13,7,1
,9706,21,2333,16,13,7,1
,3203,11,1384,16,13,7,1
,2481,19,2188,16,19,13,7
,6329,11,1384,16,13,7,1
,4333,11,1384,16,13,7,1
,515,21,2333,16,13,7,1
,1687,11,1384,16,13,7,1
,7437,29,2188,16,19,13,7
,3333,21,2333,16,13,7,1
,4388,21,2333,16,13,7,1
,1947,11,1384,16,13,7,1
,1842,11,1384,16,13,7,1
,1998,21,2333,16,13,7,1
,1328,11,1384,16,13,7,1
,4712,13,2188,16,13,7,1
,4787,31,1744,16,13,7,1
,4117,11,1384,16,13,7,1
,1136,31,1744,16,13,7,1
,4493,19,2188,16,19,13,7
,8404,11,1384,16,13,7,1
,3803,11,1384,16,13,7,1
,9286,21,2333,16,13,7,1
,7059,11,1384,16,13,7,1
,1314,31,1744,16,13,7,1
,4329,11,1384,16,13,7,1
,1652,21,2333,16,13,7,1
,8897,21,2333,16,13,7,1
,5970,31,1744,16,13,7,1
,2371,21,2333,16,13,7,1
,3983,11,1384,16,13,7,1
,3736,21,2333,16,13,7,1
,5256,11,1384,16,13,7,1
,9392,21,2333,16,13,7,1
,879,31,1744,16,13,7,1
,2480,12,2188,16,13,7,1
,4559,11,1384,16,13,7,1
,9152,31,1744,16,13,7,1
,2698,21,2333,16,13,7,1
,964,21,2333,16,13,7,1
,7714,29,2188,16,19,13,7
,1542,21,2333,16,13,7,1
,711,29,2188,16,19,13,7
,1989,11,1384,16,13,7,1
,2175,25,2188,16,19,13,7
,1205,21,2333,16,13,7,1
,4288,21,2333,16,13,7,1
,2942,29,2188,16,19,13,7
,4651,11,1384,16,13,7,1
,935,21,2333,16,13,7,1
,3278,11,1384,16,13,7,1
,4632,11,1384,16,13,7,1
,2641,15,2188,16,19,13,7
,5375,31,1744,16,13,7,1
,6180,31,1744,16,13,7,1
,4172,11,1384,16,13,7,1
,2624,17,2188,16,19,13,7
,4069,11,1384,16,13,7,1
,2989,21,2333,16,13,7,1
,9705,31,1744,16,13,7,1
,4870,14,2188,16,13,7,1
,6019,25,2188,16,19,13,7
,2859,31,1744,16,13,7,1
,6999,31,1744,16,13,7,1
,5520,31,1744,16,13,7,1
,7349,21,2333,16,13,7,1
,3145,21,2333,16,13,7,1
,5506,31,1744,16,13,7,1
,9362,21,2333,16,13,7,1
,3286,11,1384,16,13,7,1
,524,21,2333,16,13,7,1
,3925,11,1384,16,13,7,1
,3264,31,1744,16,13,7,1
,6461,21,2333,16,13,7,1
,1261,19,2188,16,19,13,7
,4658,21,2333,16,13,7,1
,5055,11,1384,16,13,7,1
,7421,31,1744,16,13,7,1
,3747,21,2333,16,13,7,1
,5508,39,2188,16,19,13,7
,9013,29,2188,16,19,13,7
,2602,11,1384,16,13,7,1
,5733,11,1384,16,13,7,1
,4332,11,1384,16,13,7,1
,2973,11,1384,16,13,7,1
,4359,11,1384,16,13,7,1
,171,21,2333,16,13,7,1
,1657,15,2188,16,19,13,7
,4438,22,642,16,13,7,1
,1664,31,1744,16,13,7,1
,6169,31,1744,16,13,7,1
,154,21,2333,16,13,7,1
,4951,11,1384,16,13,7,1
,4166,11,1384,16,13,7,1
,7017,11,1384,16,13,7,1
,4747,31,1744,16,13,7,1
,4124,19,2188,16,19,13,7
,2749,15,2188,16,19,13,7
,2834,31,1744,16,13,7,1
,8163,11,1384,16,13,7,1
,230,11,1384,16,13,7,1
,5099,31,1744,16,13,7,1
,6121,32,2188,16,13,7,1
,5488,22,642,16,13,7,1
,7781,21,2333,16,13,7,1
,1395,11,1384,16,13,7,1
,1038,11,1384,16,13,7,1
,8055,11,1384,16,13,7,1
,9414,31,1744,16,13,7,1
,3223,21,2333,16,13,7,1
,498,11,1384,16,13,7,1
,7885,21,2333,16,13,7,1
,900,11,1384,16,13,7,1
,4877,31,1744,16,13,7,1
,1694,11,1384,16,13,7,1
,3795,11,1384,16,13,7,1
,4176,31,1744,16,13,7,1
,3185,19,2188,16,19,13,7
,8942,21,2333,16,13,7,1
,2077,21,2333,16,13,7,1
,1895,15,2188,16,19,13,7
,3854,11,1384,16,13,7,1
,2949,21,2333,16,13,7,1
,1145,11,1384,16,13,7,1
,3599,21,2333,16,13,7,1
,4833,21,2333,16,13,7,1
,2847,11,1384,16,13,7,1
,582,11,1384,16,13,7,1
,2830,29,2188,16,19,13,7
,2027,31,1744,16,13,7,1
,6379,31,1744,16,13,7,1
,2639,11,1384,16,13,7,1
,1045,11,1384,16,13,7,1
,2858,11,1384,16,13,7,1
,3984,11,1384,16,13,7,1
,3613,29,2188,16,19,13,7
,2646,29,2188,16,19,13,7
,791,31,1744,16,13,7,1
,858,22,642,16,13,7,1
,3070,11,1384,16,13,7,1
,213,11,1384,16,13,7,1
,3604,11,1384,16,13,7,1
,4762,21,2333,16,13,7,1
,3259,21,2333,16,13,7,1
,4568,21,2333,16,13,7,1
,6349,11,1384,16,13,7,1
,8024,21,2333,16,13,7,1
,2056,11,1384,16,13,7,1
,5224,21,2333,16,13,7,1
,2236,21,2333,16,13,7,1
,4096,21,2333,16,13,7,1
,1670,11,1384,16,13,7,1
,3706,11,1384,16,13,7,1
,4291,11,1384,16,13,7,1
,6120,31,1744,16,13,7,1
,2971,11,1384,16,13,7,1
,6026,29,2188,16,19,13,7
,2497,29,2188,16,19,13,7
,4106,11,1384,16,13,7,1
,3952,19,2188,16,19,13,7
,3812,11,1384,16,13,7,1
,5769,21,2333,16,13,7,1
,6826,32,2188,16,13,7,1
,8274,11,1384,16,13,7,1
,1218,21,2333,16,13,7,1
,3083,21,2333,16,13,7,1
,2685,21,2333,16,13,7,1
,3823,11,1384,16,13,7,1
,2360,25,2188,16,19,13,7
,1174,11,1384,16,13,7,1
,2472,11,1384,16,13,7,1
,7797,21,2333,16,13,7,1
,4527,31,1744,16,13,7,1
,6818,21,2333,16,13,7,1
,4244,11,1384,16,13,7,1
,3529,15,2188,16,19,13,7
,662,11,1384,16,13,7,1
,3483,11,1384,16,13,7,1
,4584,21,2333,16,13,7,1
,4000,11,1384,16,13,7,1
,3752,11,1384,16,13,7,1
,3843,11,1384,16,13,7,1
,5543,11,1384,16,13,7,1
,2160,11,1384,16,13,7,1
,4982,11,1384,16,13,7,1
,4847,31,1744,16,13,7,1
,576,21,2333,16,13,7,1
,4292,11,1384,16,13,7,1
,4912,31,1744,16,13,7,1
,2182,21,2333,16,13,7,1
,1402,11,1384,16,13,7,1
,3587,23,1529,16,13,7,1
,5203,19,2188,16,19,13,7
,1264,15,2188,16,19,13,7
,4687,11,1384,16,13,7,1
,4623,31,1744,16,13,7,1
,4101,11,1384,16,13,7,1
,461,11,1384,16,13,7,1
,1389,25,2188,16,19,13,7
,2237,11,1384,16,13,7,1
,4432,21,2333,16,13,7,1
,6183,11,1384,16,13,7,1
,2673,11,1384,16,13,7,1
,2575,21,2333,16,13,7,1
,6030,21,2333,16,13,7,1
,6650,21,2333,16,13,7,1
,221,11,1384,16,13,7,1
,3754,11,1384,16,13,7,1
,4583,31,1744,16,13,7,1
,1458,11,1384,16,13,7,1
,2612,11,1384,16,13,7,1
,927,11,1384,16,13,7,1
,1259,21,2333,16,13,7,1
,5596,11,1384,16,13,7,1
,4054,21,2333,16,13,7,1
,2410,21,2333,16,13,7,1
,8621,31,1744,16,13,7,1
,4773,21,2333,16,13,7,1
,999,11,1384,16,13,7,1
,134,21,2333,16,13,7,1
,1296,31,1744,16,13,7,1
,931,21,2333,16,13,7,1
,5068,21,2333,16,13,7,1
,8823,11,1384,16,13,7,1
,3645,25,2188,16,19,13,7
,1669,22,642,16,13,7,1
,5414,31,1744,16,13,7,1
,3612,21,2333,16,13,7,1
,2882,11,1384,16,13,7,1
,1803,11,1384,16,13,7,1
,1474,13,2188,16,13,7,1
,4967,21,2333,16,13,7,1
,2711,21,2333,16,13,7,1
,742,22,642,16,13,7,1
,4297,11,1384,16,13,7,1
,4394,21,2333,16,13,7,1
,539,14,2188,16,13,7,1
,7387,21,2333,16,13,7,1
,2609,11,1384,16,13,7,1
,8165,11,1384,16,13,7,1
,8128,11,1384,16,13,7,1
,5459,31,1744,16,13,7,1
,961,21,2333,16,13,7,1
,8913,31,1744,16,13,7,1
,235,11,1384,16,13,7,1
,740,29,2188,16,19,13,7
,2404,29,2188,16,19,13,7
,2593,11,1384,16,13,7,1
,2232,11,1384,16,13,7,1
,5535,31,1744,16,13,7,1
,5180,31,1744,16,13,7,1
,7883,11,1384,16,13,7,1
,1339,31,1744,16,13,7,1
,7054,11,1384,16,13,7,1
,1986,21,2333,16,13,7,1
,3181,11,1384,16,13,7,1
,2331,31,1744,16,13,7,1
,2378,11,1384,16,13,7,1
,3078,21,2333,16,13,7,1
,493,11,1384,16,13,7,1
,3304,11,1384,16,13,7,1
,3889,11,1384,16,13,7,1
,4508,31,1744,16,13,7,1
,2674,21,2333,16,13,7,1
,4633,31,1744,16,13,7,1
,3466,21,2333,16,13,7,1
,1915,21,2333,16,13,7,1
,3737,21,2333,16,13,7,1
,4905,21,2333,16,13,7,1
,4199,11,1384,16,13,7,1
,2544,11,1384,16,13,7,1
,3585,21,2333,16,13,7,1
,1825,21,2333,16,13,7,1
,6177,11,1384,16,13,7,1
,2430,11,1384,16,13,7,1
,4380,24,2022,16,13,7,1
,8938,31,1744,16,13,7,1
,2554,21,2333,16,13,7,1
,1061,11,1384,16,13,7,1
,1720,11,1384,16,13,7,1
,2855,21,2333,16,13,7,1
,3608,11,1384,16,13,7,1
,7704,21,2333,16,13,7,1
,2401,13,2188,16,13,7,1
,3174,11,1384,16,13,7,1
,1557,11,1384,16,13,7,1
,4543,11,1384,16,13,7,1
,2616,31,1744,16,13,7,1
,3062,21,2333,16,13,7,1
,834,21,2333,16,13,7,1
,4108,25,2188,16,19,13,7
,1300,11,1384,16,13,7,1
,393,27,2188,16,19,13,7
,6484,31,1744,16,13,7,1
,3527,21,2333,16,13,7,1
,1131,11,1384,16,13,7,1
,2608,29,2188,16,19,13,7
,1144,15,2188,16,19,13,7
,2088,19,2188,16,19,13,7
,7658,11,1384,16,13,7,1
,784,21,2333,16,13,7,1
,2959,11,1384,16,13,7,1
,1841,21,2333,16,13,7,1
,8885,11,1384,16,13,7,1
,4066,11,1384,16,13,7,1
,5286,31,1744,16,13,7,1
,4209,11,1384,16,13,7,1
,2249,29,2188,16,19,13,7
,3254,21,2333,16,13,7,1
,4600,11,1384,16,13,7,1
,2082,21,2333,16,13,7,1
,3237,31,1744,16,13,7,1
,5121,31,1744,16,13,7,1
,578,21,2333,16,13,7,1
,7581,21,2333,16,13,7,1
,915,11,1384,16,13,7,1
,2353,11,1384,16,13,7,1
,4853,11,1384,16,13,7,1
,7785,11,1384,16,13,7,1
,1675,21,2333,16,13,7,1
,778,21,2333,16,13,7,1
,2180,11,1384,16,13,7,1
,4009,11,1384,16,13,7,1
,7912,11,1384,16,13,7,1
,4716,21,2333,16,13,7,1
,3938,21,2333,16,13,7,1
,5359,11,1384,16,13,7,1
,3046,21,2333,16,13,7,1
,2325,11,1384,16,13,7,1
,3285,31,1744,16,13,7,1
,2857,14,2188,16,13,7,1
,4631,11,1384,16,13,7,1
,2827,21,2333,16,13,7,1
,1391,11,1384,16,13,7,1
,865,31,1744,16,13,7,1
,4052,29,2188,16,19,13,7
,6116,21,2333,16,13,7,1
,2387,22,642,16,13,7,1
,6797,21,2333,16,13,7,1
,8532,21,2333,16,13,7,1
,8377,21,2333,16,13,7,1
,3663,11,1384,16,13,7,1
,5643,29,2188,16,19,13,7
,488,11,1384,16,13,7,1
,6052,21,2333,16,13,7,1
,2422,21,2333,16,13,7,1
,6967,11,1384,16,13,7,1
,8241,11,1384,16,13,7,1
,2346,11,1384,16,13,7,1
,4268,11,1384,16,13,7,1
,7350,21,2333,16,13,7,1
,4151,11,1384,16,13,7,1
,4204,11,1384,16,13,7,1
,4115,11,1384,16,13,7,1
,563,31,1744,16,13,7,1
